1.3849,92.559,90.205,57.669,41.36
1.4508,81.701,79.696,51.017,36.623
1.5199,72.068,70.38,45.097,32.409
1.5923,63.57,62.153,39.864,28.68
1.6681,56.074,54.887,35.238,25.38
1.7475,49.461,48.471,31.149,22.46
1.8307,43.674,42.805,27.503,19.859
1.9179,38.588,37.801,24.268,17.55
2.0092,34.094,33.383,21.413,15.509
2.1049,30.123,29.48,18.894,13.706
2.2051,26.614,26.034,16.672,12.112
2.3101,23.486,22.966,14.694,10.694
2.4201,20.712,20.25,12.943,9.437
2.5354,18.266,17.854,11.401,8.3279
2.6561,16.109,15.742,10.043,7.349
2.7826,14.206,13.88,8.8461,6.4852
2.9151,12.498,12.219,7.7826,5.7166
3.0539,10.984,10.75,6.8438,5.037
3.1993,9.6542,9.4574,6.0182,4.4381
3.3516,8.4851,8.3204,5.2922,3.9104
3.5112,7.4575,7.3201,4.6538,3.4453
3.6784,6.5627,6.4389,4.0867,3.0316
3.8535,5.7774,5.6635,3.5872,2.6665
4.037,5.0861,4.9814,3.1488,2.3454
4.2292,4.4774,4.3815,2.764,2.0629
4.4306,3.9416,3.8538,2.4261,1.8144
4.6416,3.4667,3.386,2.1263,1.5934
4.8626,3.0484,2.9743,1.8629,1.3988
5.0941,2.6806,2.6127,1.6321,1.228
5.3367,2.3571,2.295,1.4299,1.078
5.5908,2.0727,2.0159,1.2528,0.94635
5.857,1.821,1.7689,1.0958,0.82933
6.1359,1.5996,1.5519,0.95821,0.7266
6.4281,1.4052,1.3615,0.83792,0.63658
6.7342,1.2344,1.1944,0.73273,0.55771
7.0548,1.0843,1.0479,0.64075,0.4886
7.3907,0.95168,0.91828,0.55931,0.4272
7.7426,0.83523,0.80463,0.48815,0.37345
8.1113,0.73302,0.70504,0.42604,0.32646
8.4975,0.64331,0.61778,0.37184,0.28538
8.9022,0.56458,0.54131,0.32453,0.24947
9.326,0.49507,0.47379,0.28267,0.21756
9.7701,0.4341,0.41467,0.24621,0.18973
10.235,0.38064,0.36293,0.21444,0.16545
10.723,0.33376,0.31764,0.18678,0.14428
11.233,0.29265,0.278,0.16267,0.12581
11.768,0.2564,0.24307,0.1414,0.10944
12.328,0.22464,0.21254,0.12291,0.095202
12.915,0.19681,0.18583,0.10683,0.082816
